year,count,arat,blm,bollen,freedomhouse,hadenius,pacl,polity,polyarchy,prc,vanhanen
1988,Senegal,NA,NA,NA,8,7,1,10,NA,3,1
1988,Seychelles,NA,NA,NA,3,3,1,NA,NA,NA,1
1988,Sierra Leone,NA,NA,NA,5,4,1,4,NA,1,1
1988,Singapore,NA,NA,NA,6,6,1,9,NA,3,4
1988,Solomon Islands,NA,NA,NA,11,8,2,18,NA,NA,4
1988,Somalia,NA,NA,NA,1,1,1,4,NA,1,1
1988,South Africa,NA,NA,NA,4,3,1,15,NA,1,1
1988,Spain,NA,NA,NA,12,NA,2,21,NA,4,6
1988,Sri Lanka,NA,NA,NA,8,6,1,16,NA,3,4
1988,St. Kitts & Nevis,NA,NA,NA,12,8,2,NA,NA,NA,4
1988,St. Lucia,NA,NA,NA,12,8,2,NA,NA,NA,4
1988,St. Vincent & Grenadine,NA,NA,NA,12,8,2,NA,NA,NA,4
1988,Sudan,NA,NA,NA,6,5,2,18,NA,3,1
1988,Suriname,NA,NA,NA,10,7,2,NA,NA,NA,2
1988,Swaziland,NA,NA,NA,4,3,1,1,NA,NA,1
1988,Sweden,NA,NA,NA,13,NA,2,21,NA,4,8
1988,Switzerland,NA,NA,NA,13,NA,2,21,NA,4,8
1988,Syria,NA,NA,NA,2,1,1,2,NA,1,1
1988,Taiwan,NA,NA,NA,7,4,1,10,NA,1,1
1988,Tanzania,NA,NA,NA,3,3,1,5,NA,1,1
1988,Thailand,NA,NA,NA,9,6,2,14,NA,3,2
1988,Togo,NA,NA,NA,3,2,1,4,NA,1,1
1988,Tonga,NA,NA,NA,7,5,1,NA,NA,NA,1
1988,Trinidad,NA,NA,NA,13,8,2,20,NA,4,4
1988,Tunisia,NA,NA,NA,5,3,1,6,NA,1,1
1988,Turkey,NA,NA,NA,9,5,2,18,NA,3,4
1988,Tuvalu,NA,NA,NA,13,8,2,NA,NA,NA,NA
1988,UAE,NA,NA,NA,5,1,1,3,NA,1,1
1988,Uganda,NA,NA,NA,5,3,1,4,NA,1,1
1988,United Kingdom,NA,NA,NA,13,NA,2,21,NA,4,7
1988,United States,NA,NA,NA,13,NA,2,21,NA,4,6
1988,Uruguay,NA,NA,NA,11,8,2,20,NA,4,8
1988,Vanuatu,NA,NA,NA,9,7,2,NA,NA,NA,4
1988,Venezuela,NA,NA,NA,12,8,2,20,NA,4,4
1988,Vietnam North,NA,NA,NA,2,2,1,4,NA,1,1
1988,Western Samoa,NA,NA,NA,8,5,1,NA,NA,NA,2
1988,Yemen North,NA,NA,NA,5,3,1,6,NA,1,1
1988,Yemen South,NA,NA,NA,1,1,1,4,NA,1,1
1988,Yugoslavia (Serbia),NA,NA,NA,5,NA,1,6,NA,1,1
1988,Zambia,NA,NA,NA,4,4,1,2,NA,1,1
1988,Zimbabwe,NA,NA,NA,4,5,1,5,NA,3,2
1989,Afghanistan,NA,NA,NA,1,NA,1,3,NA,1,1
1989,Albania,NA,NA,NA,1,NA,1,2,NA,1,1
1989,Algeria,NA,NA,NA,5,NA,1,9,NA,2,1
1989,Angola,NA,NA,NA,1,NA,1,4,NA,1,1
1989,Antigua & Barbuda,NA,NA,NA,10,NA,2,NA,NA,NA,3
1989,Argentina,NA,NA,NA,12,NA,2,18,NA,4,6
1989,Australia,NA,NA,NA,13,NA,2,21,NA,4,7
1989,Austria,NA,NA,NA,13,NA,2,21,NA,4,8
1989,Bahamas,NA,NA,NA,10,NA,2,NA,NA,NA,4
1989,Bahrain,NA,NA,NA,4,NA,1,1,NA,NA,1
1989,Bangladesh,NA,NA,NA,7,NA,2,6,NA,1,1
1989,Barbados,NA,NA,NA,13,NA,2,NA,NA,NA,5
1989,Belgium,NA,NA,NA,13,NA,2,21,NA,4,8
1989,Belize,NA,NA,NA,12,NA,2,NA,NA,NA,4
1989,Benin,NA,NA,NA,1,NA,1,4,NA,1,1
1989,Bhutan,NA,NA,NA,4,NA,1,1,NA,1,1
1989,Bolivia,NA,NA,NA,10,NA,2,20,NA,4,4
1989,Botswana,NA,NA,NA,12,NA,1,18,NA,NA,2
1989,Brazil,NA,NA,NA,11,NA,2,19,NA,4,5
1989,Brunei Darussalam,NA,NA,NA,3,NA,1,NA,NA,NA,1
1989,Bulgaria,NA,NA,NA,1,NA,1,4,NA,1,1
1989,Burkina Faso,NA,NA,NA,4,NA,1,4,NA,1,1
1989,Burundi,NA,NA,NA,2,NA,1,4,NA,1,1
1989,Cambodia,NA,NA,NA,1,NA,1,11,NA,1,1
1989,Cameroon,NA,NA,NA,3,NA,1,3,NA,1,1
1989,Canada,NA,NA,NA,13,NA,2,21,NA,4,6
1989,Cape Verde,NA,NA,NA,4,NA,1,NA,NA,NA,1
1989,Central African Republic,NA,NA,NA,3,NA,1,4,NA,1,1
1989,Chad,NA,NA,NA,2,NA,1,4,NA,1,1
1989,Chile,NA,NA,NA,8,NA,1,19,NA,2,6
1989,China,NA,NA,NA,1,NA,1,4,NA,1,1
1989,Colombia,NA,NA,NA,8,NA,2,19,NA,4,3
1989,Comoros,NA,NA,NA,4,NA,1,4,NA,NA,1
1989,Congo Brazzaville,NA,NA,NA,2,NA,1,3,NA,1,1
1989,Congo Kinshasa,NA,NA,NA,2,NA,1,2,NA,1,1
1989,Costa Rica,NA,3,NA,13,NA,2,21,NA,4,5
1989,Cote d'Ivoire,NA,NA,NA,4,NA,1,2,NA,1,1
1989,Cuba,NA,NA,NA,1,NA,1,4,NA,1,1
1989,Cyprus,NA,NA,NA,13,NA,2,21,NA,NA,7
1989,Czechoslovakia,NA,NA,NA,3,NA,2,5,NA,1,1
1989,Denmark,NA,NA,NA,13,NA,2,21,NA,4,8
1989,Djibouti,NA,NA,NA,4,NA,1,3,NA,NA,1
1989,Dominica,NA,NA,NA,12,NA,2,NA,NA,NA,4
1989,Dominican Rep,NA,NA,NA,11,NA,2,17,NA,4,4
1989,Ecuador,NA,NA,NA,11,NA,2,20,NA,4,3
1989,Egypt,NA,NA,NA,6,NA,1,5,NA,1,1
1989,El Salvador,NA,1,NA,8,NA,2,17,NA,1,2
1989,Equatorial Guinea,NA,NA,NA,1,NA,1,4,NA,NA,1
1989,Ethiopia,NA,NA,NA,1,NA,1,3,NA,1,1
1989,Fiji,NA,NA,NA,5,NA,1,8,NA,NA,1
1989,Finland,NA,NA,NA,13,NA,2,21,NA,4,8
1989,France,NA,NA,NA,12,NA,2,20,NA,4,7
1989,Gabon,NA,NA,NA,4,NA,1,2,NA,1,1
1989,Gambia,NA,NA,NA,11,NA,1,18,NA,NA,1
1989,Germany East,NA,NA,NA,3,NA,1,NA,NA,1,1
1989,Germany West,NA,NA,NA,13,NA,2,21,NA,4,7
1989,Ghana,NA,NA,NA,4,NA,1,4,NA,1,1
1989,Greece,NA,NA,NA,12,NA,2,21,NA,4,8
1989,Grenada,NA,NA,NA,11,NA,2,NA,NA,NA,4
1989,Guatemala,NA,2,NA,9,NA,2,14,NA,3,2
1989,Guinea,NA,NA,NA,2,NA,1,4,NA,1,1
1989,Guinea-Bissau,NA,NA,NA,3,NA,1,3,NA,NA,1
1989,Guyana,NA,NA,NA,6,NA,1,4,NA,NA,2
1989,Haiti,NA,NA,NA,3,NA,1,5,NA,1,1
1989,Honduras,NA,2,NA,10,NA,2,17,NA,3,4
1989,Hungary,NA,NA,NA,8,NA,1,15,NA,2,1
1989,Iceland,NA,NA,NA,13,NA,2,NA,NA,NA,8
1989,India,NA,NA,NA,10,NA,2,19,NA,4,5
1989,Indonesia,NA,NA,NA,5,NA,1,4,NA,1,1
1989,Iran,NA,NA,NA,4,NA,1,5,NA,1,1
1989,Iraq,NA,NA,NA,2,NA,1,2,NA,1,1
1989,Ireland,NA,NA,NA,13,NA,2,21,NA,4,6
1989,Israel,NA,NA,NA,11,NA,2,20,NA,4,8
1989,Italy,NA,NA,NA,13,NA,2,21,NA,4,8
1989,Jamaica,NA,NA,NA,11,NA,2,21,NA,4,4
1989,Japan,NA,NA,NA,13,NA,2,21,NA,NA,6
1989,Jordan,NA,NA,NA,5,NA,1,7,NA,1,1
1989,Kenya,NA,NA,NA,3,NA,1,4,NA,1,1
1989,Kiribati,NA,NA,NA,12,NA,2,NA,NA,NA,4
1989,Korea North,NA,NA,NA,1,NA,1,2,NA,1,1
1989,Korea South,NA,NA,NA,10,NA,2,17,NA,4,7
1989,Kuwait,NA,NA,NA,5,NA,1,1,NA,1,1
1989,Laos,NA,NA,NA,2,NA,1,4,NA,1,1
1989,Lebanon,NA,NA,NA,4,NA,1,11,NA,1,NA
1989,Lesotho,NA,NA,NA,4,NA,1,4,NA,1,1
1989,Liberia,NA,NA,NA,4,NA,1,5,NA,1,1
1989,Libya,NA,NA,NA,1,NA,1,4,NA,1,1
1989,Luxembourg,NA,NA,NA,13,NA,2,NA,NA,NA,7
1989,Madagascar,NA,NA,NA,6,NA,1,5,NA,1,3
1989,Malawi,NA,NA,NA,2,NA,1,2,NA,1,1
1989,Malaysia,NA,NA,NA,6,NA,1,15,NA,3,3
1989,Maldives,NA,NA,NA,4,NA,1,NA,NA,NA,1
1989,Mali,NA,NA,NA,3,NA,1,4,NA,1,1
1989,Malta,NA,NA,NA,13,NA,2,NA,NA,NA,7
1989,Mauritania,NA,NA,NA,2,NA,1,4,NA,1,1
1989,Mauritius,NA,NA,NA,11,NA,2,21,NA,NA,4
1989,Mexico,NA,NA,NA,8,NA,1,11,NA,3,3
1989,Mongolia,NA,NA,NA,1,NA,1,4,NA,2,1
1989,Morocco,NA,NA,NA,7,NA,1,3,NA,1,1
1989,Mozambique,NA,NA,NA,2,NA,1,4,NA,1,1
1989,Myanmar (Burma),NA,NA,NA,1,NA,1,5,NA,1,1
1989,Nauru,NA,NA,NA,12,NA,2,NA,NA,NA,NA
1989,Nepal,NA,NA,NA,6,NA,1,9,NA,1,1
1989,Netherlands,NA,NA,NA,13,NA,2,21,NA,4,8
1989,New Zealand,NA,NA,NA,13,NA,2,21,NA,4,6
1989,Nicaragua,NA,2,NA,5,NA,2,10,NA,2,3
1989,Niger,NA,NA,NA,2,NA,1,4,NA,1,1
1989,Nigeria,NA,NA,NA,4,NA,1,6,NA,1,1
1989,Norway,NA,NA,NA,13,NA,2,21,NA,4,8
1989,Oman,NA,NA,NA,3,NA,1,1,NA,NA,1
1989,Pakistan,NA,NA,NA,9,NA,2,19,NA,4,3
1989,Panama,NA,NA,NA,2,NA,2,19,NA,1,4
1989,Papua New Guinea,NA,NA,NA,11,NA,2,15,NA,4,6
1989,Paraguay,NA,NA,NA,8,NA,2,13,NA,3,2
1989,Peru,NA,NA,NA,9,NA,2,18,NA,4,4
1989,Philippines,NA,NA,NA,10,NA,2,19,NA,4,4
1989,Poland,NA,NA,NA,8,NA,2,16,NA,2,3
1989,Portugal,NA,NA,NA,12,NA,2,21,NA,4,6
1989,Qatar,NA,NA,NA,3,NA,1,1,NA,NA,1
1989,Romania,NA,NA,NA,1,NA,1,9,NA,2,1
1989,Russia (USSR),NA,NA,NA,4,NA,1,7,NA,1,2
1989,Rwanda,NA,NA,NA,3,NA,1,4,NA,1,1
1989,Sao Tome,NA,NA,NA,4,NA,1,NA,NA,NA,1
1989,Saudi Arabia,NA,NA,NA,2,NA,1,1,NA,1,1
1989,Senegal,NA,NA,NA,8,NA,1,10,NA,3,1
1989,Seychelles,NA,NA,NA,3,NA,1,NA,NA,NA,1
1989,Sierra Leone,NA,NA,NA,4,NA,1,4,NA,1,1
1989,Singapore,NA,NA,NA,7,NA,1,9,NA,3,4
1989,Solomon Islands,NA,NA,NA,13,NA,2,18,NA,NA,3
1989,Somalia,NA,NA,NA,1,NA,1,4,NA,1,1
1989,South Africa,NA,NA,NA,4,NA,1,15,NA,1,1
1989,Spain,NA,NA,NA,13,NA,2,21,NA,4,7
1989,Sri Lanka,NA,NA,NA,6,NA,2,16,NA,3,4
1989,St. Kitts & Nevis,NA,NA,NA,13,NA,2,NA,NA,NA,4
1989,St. Lucia,NA,NA,NA,12,NA,2,NA,NA,NA,4
1989,St. Vincent & Grenadine,NA,NA,NA,12,NA,2,NA,NA,NA,3
1989,Sudan,NA,NA,NA,1,NA,1,4,NA,1,1
1989,Suriname,NA,NA,NA,9,NA,2,NA,NA,NA,2
1989,Swaziland,NA,NA,NA,4,NA,1,1,NA,NA,1
1989,Sweden,NA,NA,NA,13,NA,2,21,NA,4,8
1989,Switzerland,NA,NA,NA,13,NA,2,21,NA,4,7
1989,Syria,NA,NA,NA,1,NA,1,2,NA,1,1
1989,Taiwan,NA,NA,NA,8,NA,1,10,NA,2,1
1989,Tanzania,NA,NA,NA,3,NA,1,5,NA,1,1
1989,Thailand,NA,NA,NA,10,NA,2,14,NA,3,2
1989,Togo,NA,NA,NA,3,NA,1,4,NA,1,1
1989,Tonga,NA,NA,NA,8,NA,1,NA,NA,NA,1
1989,Trinidad,NA,NA,NA,13,NA,2,20,NA,4,4
1989,Tunisia,NA,NA,NA,7,NA,1,6,NA,1,1
1989,Turkey,NA,NA,NA,9,NA,2,20,NA,3,5
1989,Tuvalu,NA,NA,NA,13,NA,2,NA,NA,NA,NA
1989,UAE,NA,NA,NA,4,NA,1,3,NA,1,1
1989,Uganda,NA,NA,NA,5,NA,1,4,NA,1,1
1989,United Kingdom,NA,NA,NA,13,NA,2,21,NA,4,7
1989,United States,NA,NA,NA,13,NA,2,21,NA,4,6
1989,Uruguay,NA,NA,NA,12,NA,2,21,NA,4,8
1989,Vanuatu,NA,NA,NA,10,NA,2,NA,NA,NA,4
1989,Venezuela,NA,NA,NA,11,NA,2,20,NA,4,4
1989,Vietnam North,NA,NA,NA,1,NA,1,4,NA,1,1
1989,Western Samoa,NA,NA,NA,11,NA,1,NA,NA,NA,2
1989,Yemen North,NA,NA,NA,5,NA,1,6,NA,1,1
1989,Yemen South,NA,NA,NA,1,NA,1,4,NA,1,1
1989,Yugoslavia (Serbia),NA,NA,NA,6,NA,1,6,NA,1,1
1989,Zambia,NA,NA,NA,4,NA,1,2,NA,1,1
1989,Zimbabwe,NA,NA,NA,5,NA,1,5,NA,3,2
1990,Afghanistan,NA,NA,NA,1,NA,1,3,NA,1,1
1990,Albania,NA,NA,NA,2,NA,1,12,NA,1,1
1990,Algeria,NA,NA,NA,7,NA,1,9,NA,3,1
1990,Angola,NA,NA,NA,1,NA,1,4,NA,1,1
1990,Antigua & Barbuda,NA,NA,NA,10,NA,2,NA,NA,NA,3
1990,Argentina,NA,NA,NA,11,NA,2,18,NA,4,6
1990,Australia,NA,NA,NA,13,NA,2,21,NA,4,8
1990,Austria,NA,NA,NA,13,NA,2,21,NA,4,8
1990,Bahamas,NA,NA,NA,10,NA,2,NA,NA,NA,4
1990,Bahrain,NA,NA,NA,4,NA,1,1,NA,NA,1
1990,Bangladesh,NA,NA,NA,5,NA,2,6,NA,1,1
1990,Barbados,NA,NA,NA,13,NA,2,NA,NA,NA,5
1990,Belgium,NA,NA,NA,13,NA,2,21,NA,4,8
1990,Belize,NA,NA,NA,12,NA,2,NA,NA,NA,4
1990,Benin,NA,NA,NA,5,NA,1,11,NA,2,1
1990,Bhutan,NA,NA,NA,4,NA,1,1,NA,1,1
1990,Bolivia,NA,NA,NA,10,NA,2,20,NA,4,4
1990,Botswana,NA,NA,NA,12,NA,1,18,NA,NA,2
1990,Brazil,NA,NA,NA,10,NA,2,19,NA,4,5
1990,Brunei Darussalam,NA,NA,NA,4,NA,1,NA,NA,NA,1
1990,Bulgaria,NA,NA,NA,8,NA,2,19,NA,2,7
1990,Burkina Faso,NA,NA,NA,4,NA,1,4,NA,1,1
1990,Burundi,NA,NA,NA,2,NA,1,4,NA,1,1
1990,Cambodia,NA,NA,NA,1,NA,1,12,NA,1,1
1990,Cameroon,NA,NA,NA,3,NA,1,3,NA,1,1
1990,Canada,NA,NA,NA,13,NA,2,21,NA,4,6
1990,Cape Verde,NA,NA,NA,5,NA,2,NA,NA,NA,1
1990,Central African Republic,NA,NA,NA,4,NA,1,4,NA,1,1
1990,Chad,NA,NA,NA,2,NA,1,4,NA,1,1
1990,Chile,NA,NA,NA,11,NA,2,19,NA,4,5
1990,China,NA,NA,NA,1,NA,1,4,NA,1,1
1990,Colombia,NA,NA,NA,8,NA,2,19,NA,4,3
1990,Comoros,NA,NA,NA,5,NA,2,15,NA,NA,4
1990,Congo Brazzaville,NA,NA,NA,3,NA,1,3,NA,1,1
1990,Congo Kinshasa,NA,NA,NA,3,NA,1,3,NA,1,1
1990,Costa Rica,NA,3,NA,13,NA,2,21,NA,4,5
1990,Cote d'Ivoire,NA,NA,NA,5,NA,1,4,NA,1,1
1990,Cuba,NA,NA,NA,1,NA,1,4,NA,1,1
1990,Cyprus,NA,NA,NA,13,NA,2,21,NA,NA,7
1990,Czechoslovakia,NA,NA,NA,11,NA,2,19,NA,2,8
1990,Denmark,NA,NA,NA,13,NA,2,21,NA,4,8
1990,Djibouti,NA,NA,NA,4,NA,1,3,NA,NA,1
1990,Dominica,NA,NA,NA,12,NA,2,NA,NA,NA,5
1990,Dominican Rep,NA,NA,NA,10,NA,2,17,NA,4,4
1990,Ecuador,NA,NA,NA,11,NA,2,20,NA,4,3
1990,Egypt,NA,NA,NA,6,NA,1,5,NA,1,1
1990,El Salvador,NA,1,NA,8,NA,2,17,NA,1,2
1990,Equatorial Guinea,NA,NA,NA,1,NA,1,4,NA,NA,1
1990,Ethiopia,NA,NA,NA,1,NA,1,3,NA,1,1
1990,Fiji,NA,NA,NA,5,NA,1,16,NA,NA,1
1990,Finland,NA,NA,NA,13,NA,2,21,NA,4,8
1990,France,NA,NA,NA,12,NA,2,20,NA,4,7
1990,Gabon,NA,NA,NA,7,NA,1,5,NA,1,2
1990,Gambia,NA,NA,NA,11,NA,1,19,NA,NA,1
1990,Germany West,NA,NA,NA,12,NA,2,21,NA,4,7
1990,Ghana,NA,NA,NA,4,NA,1,4,NA,1,1
1990,Greece,NA,NA,NA,12,NA,2,21,NA,4,7
1990,Grenada,NA,NA,NA,11,NA,2,NA,NA,NA,5
1990,Guatemala,NA,2,NA,8,NA,2,14,NA,3,2
1990,Guinea,NA,NA,NA,4,NA,1,4,NA,1,1
1990,Guinea-Bissau,NA,NA,NA,4,NA,1,3,NA,NA,1
1990,Guyana,NA,NA,NA,6,NA,1,4,NA,NA,2
1990,Haiti,NA,NA,NA,7,NA,1,18,NA,2,1
1990,Honduras,NA,2,NA,10,NA,2,17,NA,3,4
1990,Hungary,NA,NA,NA,11,NA,2,21,NA,4,8
1990,Iceland,NA,NA,NA,13,NA,2,NA,NA,NA,8
1990,India,NA,NA,NA,10,NA,2,19,NA,4,5
1990,Indonesia,NA,NA,NA,4,NA,1,4,NA,1,1
1990,Iran,NA,NA,NA,4,NA,1,5,NA,1,1
1990,Iraq,NA,NA,NA,1,NA,1,2,NA,1,1
1990,Ireland,NA,NA,NA,13,NA,2,21,NA,4,6
1990,Israel,NA,NA,NA,11,NA,2,20,NA,4,8
1990,Italy,NA,NA,NA,13,NA,2,21,NA,4,8
1990,Jamaica,NA,NA,NA,11,NA,2,21,NA,4,4
1990,Japan,NA,NA,NA,13,NA,2,21,NA,NA,6
1990,Jordan,NA,NA,NA,5,NA,1,7,NA,1,1
1990,Kenya,NA,NA,NA,3,NA,1,4,NA,1,1
1990,Kiribati,NA,NA,NA,12,NA,2,NA,NA,NA,4
1990,Korea North,NA,NA,NA,1,NA,1,2,NA,1,1
1990,Korea South,NA,NA,NA,10,NA,2,17,NA,4,7
1990,Kuwait,NA,NA,NA,1,NA,1,NA,NA,1,1
1990,Laos,NA,NA,NA,2,NA,1,4,NA,1,1
1990,Lebanon,NA,NA,NA,4,NA,1,NA,NA,2,NA
1990,Lesotho,NA,NA,NA,4,NA,1,4,NA,1,1
1990,Liberia,NA,NA,NA,1,NA,1,11,NA,1,1
1990,Libya,NA,NA,NA,1,NA,1,4,NA,1,1
1990,Luxembourg,NA,NA,NA,13,NA,2,NA,NA,NA,7
1990,Madagascar,NA,NA,NA,7,NA,1,5,NA,1,3
1990,Malawi,NA,NA,NA,2,NA,1,2,NA,1,1
1990,Malaysia,NA,NA,NA,6,NA,1,15,NA,3,3
1990,Maldives,NA,NA,NA,4,NA,1,NA,NA,NA,1
1990,Mali,NA,NA,NA,4,NA,1,4,NA,1,1
1990,Malta,NA,NA,NA,13,NA,2,NA,NA,NA,7
1990,Mauritania,NA,NA,NA,2,NA,1,4,NA,1,1
1990,Mauritius,NA,NA,NA,11,NA,2,21,NA,NA,4
1990,Mexico,NA,NA,NA,7,NA,1,11,NA,3,3
1990,Mongolia,NA,NA,NA,7,NA,2,13,NA,2,4
1990,Morocco,NA,NA,NA,7,NA,1,3,NA,1,1
1990,Mozambique,NA,NA,NA,3,NA,1,4,NA,1,1
1990,Myanmar (Burma),NA,NA,NA,1,NA,1,4,NA,1,1
1990,Namibia,NA,NA,NA,10,NA,1,17,NA,4,2
1990,Nauru,NA,NA,NA,12,NA,2,NA,NA,NA,NA
1990,Nepal,NA,NA,NA,7,NA,2,16,NA,2,1
1990,Netherlands,NA,NA,NA,13,NA,2,21,NA,4,8
1990,New Zealand,NA,NA,NA,13,NA,2,21,NA,4,7
1990,Nicaragua,NA,3,NA,9,NA,2,17,NA,4,4
1990,Niger,NA,NA,NA,4,NA,1,4,NA,2,1
1990,Nigeria,NA,NA,NA,5,NA,1,6,NA,1,1
1990,Norway,NA,NA,NA,13,NA,2,21,NA,4,8
1990,Oman,NA,NA,NA,3,NA,1,1,NA,NA,1
1990,Pakistan,NA,NA,NA,7,NA,2,19,NA,4,3
1990,Panama,NA,NA,NA,9,NA,2,19,NA,3,4
1990,Papua New Guinea,NA,NA,NA,10,NA,2,15,NA,4,6
1990,Paraguay,NA,NA,NA,8,NA,2,13,NA,3,2
1990,Peru,NA,NA,NA,8,NA,1,19,NA,4,3
1990,Philippines,NA,NA,NA,9,NA,2,19,NA,4,4
1990,Poland,NA,NA,NA,11,NA,2,16,NA,2,4
1990,Portugal,NA,NA,NA,12,NA,2,21,NA,4,6
1990,Qatar,NA,NA,NA,3,NA,1,1,NA,NA,1
1990,Romania,NA,NA,NA,4,NA,2,16,NA,3,3
1990,Russia (USSR),NA,NA,NA,6,NA,1,11,NA,1,2
1990,Rwanda,NA,NA,NA,3,NA,1,4,NA,1,1
1990,Sao Tome,NA,NA,NA,5,NA,1,NA,NA,NA,1
1990,Saudi Arabia,NA,NA,NA,2,NA,1,1,NA,1,1
1990,Senegal,NA,NA,NA,8,NA,1,10,NA,3,1
1990,Seychelles,NA,NA,NA,3,NA,1,NA,NA,NA,1
1990,Sierra Leone,NA,NA,NA,4,NA,1,4,NA,1,1
1990,Singapore,NA,NA,NA,7,NA,1,9,NA,3,4
1990,Solomon Islands,NA,NA,NA,13,NA,2,19,NA,NA,3
1990,Somalia,NA,NA,NA,1,NA,1,4,NA,1,1
1990,South Africa,NA,NA,NA,6,NA,1,16,NA,1,1
1990,Spain,NA,NA,NA,13,NA,2,21,NA,4,7
1990,Sri Lanka,NA,NA,NA,6,NA,2,16,NA,3,4
1990,St. Kitts & Nevis,NA,NA,NA,13,NA,2,NA,NA,NA,4
1990,St. Lucia,NA,NA,NA,12,NA,2,NA,NA,NA,4
1990,St. Vincent & Grenadine,NA,NA,NA,12,NA,2,NA,NA,NA,3
1990,Sudan,NA,NA,NA,1,NA,1,4,NA,1,1
1990,Suriname,NA,NA,NA,8,NA,1,NA,NA,NA,2
1990,Swaziland,NA,NA,NA,4,NA,1,1,NA,NA,1
1990,Sweden,NA,NA,NA,13,NA,2,21,NA,4,8
1990,Switzerland,NA,NA,NA,13,NA,2,21,NA,4,8
1990,Syria,NA,NA,NA,1,NA,1,2,NA,1,1
1990,Taiwan,NA,NA,NA,9,NA,1,10,NA,2,2
1990,Tanzania,NA,NA,NA,4,NA,1,5,NA,1,1
1990,Thailand,NA,NA,NA,10,NA,2,14,NA,3,2
1990,Togo,NA,NA,NA,3,NA,1,4,NA,1,1
1990,Tonga,NA,NA,NA,9,NA,1,NA,NA,NA,1
1990,Trinidad,NA,NA,NA,13,NA,2,20,NA,4,4
1990,Tunisia,NA,NA,NA,6,NA,1,6,NA,1,1
1990,Turkey,NA,NA,NA,9,NA,2,20,NA,3,4
1990,Tuvalu,NA,NA,NA,13,NA,2,NA,NA,NA,NA
1990,UAE,NA,NA,NA,4,NA,1,3,NA,1,1
1990,Uganda,NA,NA,NA,4,NA,1,4,NA,1,1
1990,United Kingdom,NA,NA,NA,12,NA,2,21,NA,4,7
1990,United States,NA,NA,NA,13,NA,2,21,NA,4,7
1990,Uruguay,NA,NA,NA,12,NA,2,21,NA,4,8
1990,Vanuatu,NA,NA,NA,10,NA,2,NA,NA,NA,4
1990,Venezuela,NA,NA,NA,11,NA,2,20,NA,4,4
1990,Vietnam North,NA,NA,NA,1,NA,1,4,NA,1,1
1990,Western Samoa,NA,NA,NA,11,NA,1,NA,NA,NA,2
1990,Yemen North,NA,NA,NA,4,NA,1,6,NA,1,1
1990,Yemen South,NA,NA,NA,NA,NA,NA,4,NA,1,NA
1990,Yugoslavia (Serbia),NA,NA,NA,6,NA,1,6,NA,1,1
1990,Zambia,NA,NA,NA,4,NA,1,2,NA,1,1
1990,Zimbabwe,NA,NA,NA,5,NA,1,5,NA,3,1
1991,Afghanistan,NA,NA,NA,1,NA,1,3,NA,1,1
1991,Albania,NA,NA,NA,7,NA,2,12,NA,3,4
1991,Algeria,NA,NA,NA,7,NA,1,9,NA,3,1
1991,Angola,NA,NA,NA,5,NA,1,8,NA,1,1
1991,Antigua & Barbuda,NA,NA,NA,9,NA,2,NA,NA,NA,3
1991,Argentina,NA,NA,NA,11,NA,2,18,NA,4,6
1991,Armenia,NA,NA,NA,5,NA,2,18,NA,3,4
1991,Australia,NA,NA,NA,13,NA,2,21,NA,4,8
1991,Austria,NA,NA,NA,13,NA,2,21,NA,4,8
1991,Azerbaijan,NA,NA,NA,5,NA,1,8,NA,1,1
1991,Bahamas,NA,NA,NA,10,NA,2,NA,NA,NA,4
1991,Bahrain,NA,NA,NA,4,NA,1,1,NA,NA,1
1991,Bangladesh,NA,NA,NA,10,NA,2,17,NA,3,4
1991,Barbados,NA,NA,NA,13,NA,2,NA,NA,NA,5
1991,Belarus,NA,NA,NA,7,NA,1,18,NA,1,2
1991,Belgium,NA,NA,NA,13,NA,2,21,NA,4,8
1991,Belize,NA,NA,NA,13,NA,2,NA,NA,NA,4
1991,Benin,NA,NA,NA,10,NA,2,17,NA,4,3
1991,Bhutan,NA,NA,NA,4,NA,1,1,NA,1,1
1991,Bolivia,NA,NA,NA,10,NA,2,20,NA,4,4
1991,Bosnia,NA,NA,NA,NA,NA,1,NA,NA,NA,7
1991,Botswana,NA,NA,NA,12,NA,1,18,NA,NA,2
1991,Brazil,NA,NA,NA,10,NA,2,19,NA,4,5
1991,Brunei Darussalam,NA,NA,NA,4,NA,1,NA,NA,NA,1
1991,Bulgaria,NA,NA,NA,10,NA,2,19,NA,4,7
1991,Burkina Faso,NA,NA,NA,4,NA,1,6,NA,1,1
1991,Burundi,NA,NA,NA,2,NA,1,4,NA,1,1
1991,Cambodia,NA,NA,NA,3,NA,1,12,NA,1,1
1991,Cameroon,NA,NA,NA,3,NA,1,3,NA,1,1
1991,Canada,NA,NA,NA,13,NA,2,21,NA,4,6
1991,Cape Verde,NA,NA,NA,10,NA,2,NA,NA,NA,3
1991,Central African Republic,NA,NA,NA,4,NA,1,5,NA,1,1
1991,Chad,NA,NA,NA,3,NA,1,6,NA,1,1
1991,Chile,NA,NA,NA,11,NA,2,19,NA,4,5
1991,China,NA,NA,NA,1,NA,1,4,NA,1,1
1991,Colombia,NA,NA,NA,9,NA,2,20,NA,4,2
1991,Comoros,NA,NA,NA,8,NA,2,15,NA,NA,4
