"justiceName","term","id","justice","Robust_mean","Robust_975","Robust_025","Dynamic_mean","Dynamic_975","Dynamic_025","MQ_mean","MQ_sd","MQ_median","MQ_025","MQ_975"
"CEHughes2",1939,"CEHughes2-1939",75,0.123974649256992,0.866219577639681,-0.524677711006935,0.356200564971522,0.809978027551376,-0.0978735716700171,0.34,0.194,0.336,-0.039,0.724
"CEHughes2",1940,"CEHughes2-1940",75,1.24891135924658,2.64912374228855,0.321679957973596,0.943509216889938,1.52252031182242,0.407421823481412,0.939,0.24,0.932,0.496,1.435
"CEWhittaker",1956,"CEWhittaker-1956",93,1.44807584458858,2.11050393720768,0.829603071913833,1.4521117420994,2.17912132780312,0.770408598065147,1.043,0.286,1.035,0.501,1.625
"CEWhittaker",1957,"CEWhittaker-1957",93,1.54992326748168,2.12538874551101,1.02841590565338,1.5657485070729,2.11764680326644,1.02153381093735,1.099,0.203,1.09,0.716,1.518
"CEWhittaker",1958,"CEWhittaker-1958",93,1.78226920287201,2.34132512139212,1.27326655194671,1.80592221676626,2.38765624175686,1.28540178656075,1.353,0.219,1.348,0.942,1.794
"CEWhittaker",1959,"CEWhittaker-1959",93,1.87148721585213,2.45791195184472,1.35729053136128,1.90558584490794,2.48235849442727,1.38153006106375,1.448,0.22,1.442,1.03,1.894
"CEWhittaker",1960,"CEWhittaker-1960",93,1.81420279598523,2.46272826047929,1.21656818873014,1.82964598998567,2.50400249004983,1.24857468716092,1.275,0.244,1.264,0.822,1.78
"CEWhittaker",1961,"CEWhittaker-1961",93,1.75499067171765,2.57309032693992,0.959405041849113,1.73668228937987,2.58787716767226,0.910423217692603,1.194,0.342,1.185,0.548,1.893
"CThomas",1991,"CThomas-1991",108,2.87508358008897,3.45374863215876,2.23591707073194,3.02934149971949,3.55684280315889,2.50496477818118,2.757,0.467,2.734,1.91,3.752
"CThomas",1992,"CThomas-1992",108,3.86613248038633,6.25073003763073,2.45714006006358,3.51227968412814,4.2118074949479,2.85352875513265,3.051,0.456,3.04,2.215,3.978
"CThomas",1993,"CThomas-1993",108,4.86222306574778,6.80054478617911,3.26129211867601,3.95475304988083,4.72443906070012,3.18235404526251,3.417,0.446,3.398,2.581,4.335
"CThomas",1994,"CThomas-1994",108,5.08557143768034,6.82320613217384,3.68180374607081,4.27567611752005,5.13493318579375,3.45239517237127,3.624,0.448,3.61,2.779,4.542
"CThomas",1995,"CThomas-1995",108,5.16978740368594,6.82036956826355,3.82862896252268,4.4861338159318,5.41409070199212,3.61483661490421,3.698,0.462,3.684,2.834,4.65
"CThomas",1996,"CThomas-1996",108,5.23280551729807,6.76246922496196,4.01302746166858,4.649196220692,5.57303402749222,3.73329597071822,3.756,0.471,3.741,2.873,4.713
"CThomas",1997,"CThomas-1997",108,5.2400898710127,6.74252496418288,4.04408245922861,4.72363721885898,5.7248978445547,3.78549955243188,3.749,0.481,3.735,2.849,4.724
"CThomas",1998,"CThomas-1998",108,5.26130091678884,6.68486024152127,4.09715401728296,4.79726274061393,5.82921443458666,3.84061847156262,3.776,0.488,3.763,2.858,4.764
"CThomas",1999,"CThomas-1999",108,5.23770963382675,6.64332214205157,4.04056277539688,4.81990381123959,5.91235892173252,3.84490018300065,3.725,0.502,3.701,2.809,4.753
"CThomas",2000,"CThomas-2000",108,5.246640171396,6.68687405400704,4.06254668333075,4.88343943550954,5.98500551732882,3.89413863127443,3.76,0.501,3.738,2.845,4.802
"CThomas",2001,"CThomas-2001",108,5.22662984777606,6.69330906813722,4.05616515475311,4.88785730226619,5.95502983566759,3.88134206425968,3.721,0.516,3.706,2.752,4.764
"CThomas",2002,"CThomas-2002",108,5.28075407376943,6.69791332072016,4.12054624846193,4.98161954054585,6.06051213661452,3.95939765383804,3.862,0.505,3.848,2.908,4.878
"CThomas",2003,"CThomas-2003",108,5.2643307744706,6.67429301607665,4.13042083311733,4.99904807348313,6.14544266756818,3.92841334504035,3.882,0.507,3.868,2.933,4.915
"CThomas",2004,"CThomas-2004",108,5.28079349895768,6.63783928713223,4.15530746358791,5.03601810310543,6.18636171000241,3.9585392698971,3.923,0.507,3.915,2.972,4.944
"CThomas",2005,"CThomas-2005",108,5.26635496015245,6.65885525316709,4.13008982569853,5.06145829857845,6.19852412708131,3.91839926598308,3.951,0.506,3.927,3.005,4.978
"CThomas",2006,"CThomas-2006",108,5.22326370726412,6.63320012388304,4.04370403398022,5.01838469959836,6.18541725349264,3.92046152803085,3.911,0.497,3.89,2.992,4.924
"CThomas",2007,"CThomas-2007",108,5.12328917748956,6.55365627961548,3.95356257492982,4.91037259142644,6.05620766962451,3.77301669920202,3.769,0.496,3.75,2.853,4.794
"CThomas",2008,"CThomas-2008",108,4.94424335102876,6.45851269268196,3.69594038613815,4.75146458611636,6.0072580132071,3.58952393025376,3.52,0.516,3.496,2.563,4.576
"CThomas",2009,"CThomas-2009",108,4.85590226417536,6.37758398536717,3.5677908217487,4.65672438313109,5.95122532501898,3.48353436401864,3.378,0.523,3.351,2.425,4.485
"CThomas",2010,"CThomas-2010",108,4.74594673705315,6.32111847787796,3.4661541839292,4.55128745478302,5.90494482665386,3.33528438245294,3.203,0.544,3.175,2.218,4.345
"CThomas",2011,"CThomas-2011",108,4.71299906466198,6.31011183910413,3.41688283037743,4.5148936500037,5.91332640280669,3.28552535096839,3.163,0.543,3.128,2.198,4.311
"CThomas",2012,"CThomas-2012",108,4.66659206778022,6.33440818580307,3.30852353767074,4.47695006036446,5.89374758997397,3.2437203343885,3.108,0.562,3.066,2.119,4.32
"CThomas",2013,"CThomas-2013",108,4.65605233528699,6.38400580024971,3.28180659606371,4.46338789347998,5.98095777474338,3.18849619131207,3.127,0.584,3.092,2.097,4.38
"CThomas",2014,"CThomas-2014",108,4.62855912973821,6.44778890344862,3.19505796572537,4.42211114723321,6.02662244559186,3.10631477216291,3.119,0.616,3.075,2.044,4.466
"CThomas",2015,"CThomas-2015",108,4.62305600885368,6.50158004281112,3.08177446321584,4.4201761807124,6.1046908905138,2.97536351947195,3.137,0.661,3.087,1.967,4.576
"DHSouter",1990,"DHSouter-1990",107,1.20888807341844,1.92711435264902,0.643151866812163,1.20269834547128,1.76377273181998,0.646333274488349,0.995,0.225,0.992,0.565,1.444
"DHSouter",1991,"DHSouter-1991",107,0.878347355539987,1.46816203391981,0.331248688168355,0.856192548211298,1.31716513169866,0.384458728333771,0.654,0.193,0.65,0.288,1.043
"DHSouter",1992,"DHSouter-1992",107,0.493808342517498,1.13207386035406,-0.11668222175238,0.438773294911792,0.885254593655729,0.00290129391496443,0.273,0.188,0.272,-0.095,0.64
"DHSouter",1993,"DHSouter-1993",107,-0.228396507487253,0.304926176696968,-0.796692980030935,-0.0989176320910424,0.365170422422711,-0.553425893929638,-0.227,0.192,-0.224,-0.607,0.146
"DHSouter",1994,"DHSouter-1994",107,-0.345299560004392,0.125423477736261,-0.805872036847861,-0.30364748581695,0.146363212741483,-0.769430447093413,-0.323,0.195,-0.318,-0.708,0.053
"DHSouter",1995,"DHSouter-1995",107,-0.402461643848969,0.0854768155607104,-0.88765229627446,-0.378237340907779,0.0990457456341307,-0.842948929972992,-0.343,0.204,-0.342,-0.751,0.051
"DHSouter",1996,"DHSouter-1996",107,-0.452917515852788,0.0304281780312119,-0.92826646599022,-0.44661252644489,0.0353361396337292,-0.906696038254809,-0.343,0.202,-0.34,-0.747,0.038
"DHSouter",1997,"DHSouter-1997",107,-0.604441693803384,-0.106378058560934,-1.15169166929525,-0.630804967359694,-0.134362881600801,-1.15051026059693,-0.46,0.214,-0.459,-0.884,-0.047
"DHSouter",1998,"DHSouter-1998",107,-0.745741565802819,-0.205471900085954,-1.32848185846307,-0.825403294341442,-0.321023234090959,-1.37083080916654,-0.585,0.211,-0.578,-1.01,-0.183
"DHSouter",1999,"DHSouter-1999",107,-1.34794909553651,-0.652871570500646,-2.16704502702089,-1.27561075421711,-0.746090814072032,-1.83295625537794,-0.985,0.227,-0.984,-1.444,-0.545
"DHSouter",2000,"DHSouter-2000",107,-1.65711264559257,-0.999965061442897,-2.38545197856591,-1.59555524292155,-1.01741987842195,-2.18315415438194,-1.236,0.246,-1.229,-1.744,-0.775
"DHSouter",2001,"DHSouter-2001",107,-1.86772665743597,-1.2262194318039,-2.54612125434316,-1.84637393327079,-1.25062496033416,-2.47502838478318,-1.422,0.264,-1.417,-1.955,-0.924
"DHSouter",2002,"DHSouter-2002",107,-1.99482970463048,-1.35247608428762,-2.67174021513277,-2.00519411549899,-1.35003727150054,-2.69018555804644,-1.535,0.283,-1.527,-2.1,-0.998
"DHSouter",2003,"DHSouter-2003",107,-2.12478453095884,-1.52074802918793,-2.82925822651169,-2.16692412431371,-1.55117426322379,-2.8413908003214,-1.676,0.287,-1.667,-2.257,-1.139
"DHSouter",2004,"DHSouter-2004",107,-2.13237561018879,-1.53409974670365,-2.82189354820948,-2.17284334925379,-1.51915592658747,-2.85865416220239,-1.642,0.287,-1.637,-2.218,-1.101
"DHSouter",2005,"DHSouter-2005",107,-2.09955930244037,-1.46247953330031,-2.79705342452306,-2.11989595556938,-1.44260560173593,-2.82870805541656,-1.562,0.289,-1.553,-2.161,-1.021
"DHSouter",2006,"DHSouter-2006",107,-2.0428060137907,-1.40011075504724,-2.73318384481482,-2.04021808527376,-1.38777689601028,-2.77971103855606,-1.447,0.281,-1.436,-2.031,-0.925
"DHSouter",2007,"DHSouter-2007",107,-2.06530547717496,-1.37227135755834,-2.81845414966593,-2.072592483819,-1.34280135423555,-2.81051835688015,-1.511,0.296,-1.504,-2.114,-0.947
"DHSouter",2008,"DHSouter-2008",107,-2.11044363570913,-1.4029055957024,-2.93627736295475,-2.1207473180994,-1.36532723554655,-2.96876477161427,-1.572,0.321,-1.556,-2.239,-0.978
"EKagan",2010,"EKagan-2010",114,-1.86521996931902,-1.11571773969364,-2.67680165469194,-1.84071350943569,-1.085858436771,-2.71452252904646,-1.404,0.33,-1.393,-2.079,-0.79
"EKagan",2011,"EKagan-2011",114,-1.92922021895985,-1.20154228807555,-2.71816074208867,-1.92586713228829,-1.21676773919594,-2.75324852945059,-1.391,0.306,-1.377,-2.026,-0.832
"EKagan",2012,"EKagan-2012",114,-2.17112519930519,-1.43625604341185,-3.0103436307969,-2.16091835286959,-1.42635677667564,-2.93114068720718,-1.635,0.307,-1.627,-2.259,-1.053
"EKagan",2013,"EKagan-2013",114,-2.1720160503554,-1.41448726384557,-3.02890199892516,-2.18210007127749,-1.40088660870986,-3.03577648327296,-1.593,0.324,-1.579,-2.254,-0.986
"EKagan",2014,"EKagan-2014",114,-2.22895692055787,-1.46290444088328,-3.14124394637568,-2.24475599054975,-1.4100266962832,-3.15116010887935,-1.64,0.338,-1.624,-2.346,-1.011
"EKagan",2015,"EKagan-2015",114,-2.17263269993047,-1.30636823060531,-3.17386639671968,-2.17131338324134,-1.22119542802001,-3.18657994216817,-1.515,0.398,-1.502,-2.342,-0.78
"EWarren",1953,"EWarren-1953",90,0.0593434062023212,0.731687913519644,-0.581047474632101,-0.144443644576364,0.395737449763364,-0.71400927166102,0.013,0.218,0.015,-0.416,0.433
"EWarren",1954,"EWarren-1954",90,-0.335010955029611,0.380109434399202,-1.22912496352634,-0.634196865138322,-0.110496281650068,-1.18808700866628,-0.456,0.215,-0.452,-0.886,-0.039
"EWarren",1955,"EWarren-1955",90,-1.81439613128158,-1.02965152111754,-2.62380478313083,-1.31392356311746,-0.815069463629982,-1.8957604757741,-1.082,0.222,-1.077,-1.523,-0.657
"EWarren",1956,"EWarren-1956",90,-1.9490996025154,-1.35337379691965,-2.62156482233968,-1.68198279972046,-1.17009950652576,-2.21492804669038,-1.295,0.221,-1.289,-1.747,-0.876
"EWarren",1957,"EWarren-1957",90,-2.14218299226317,-1.61842891885306,-2.73126413907696,-2.0110786433378,-1.48152150315238,-2.52352862759569,-1.578,0.224,-1.572,-2.036,-1.158
"EWarren",1958,"EWarren-1958",90,-2.17464694914177,-1.65803238495512,-2.75282195335867,-2.09922133373408,-1.59931816035121,-2.65909517031612,-1.639,0.233,-1.634,-2.112,-1.192
"EWarren",1959,"EWarren-1959",90,-2.14337502586634,-1.60790656894561,-2.7101497702358,-2.08198001172128,-1.56997926441276,-2.67094599219939,-1.551,0.235,-1.544,-2.023,-1.107
"EWarren",1960,"EWarren-1960",90,-2.07013838982718,-1.54186452019873,-2.66391077325827,-2.00564575735001,-1.47674321850374,-2.59263503427209,-1.433,0.233,-1.428,-1.902,-0.991
"EWarren",1961,"EWarren-1961",90,-2.16376109994461,-1.60125301574442,-2.81562489325626,-2.13617339214886,-1.56077546429713,-2.75612436121054,-1.561,0.239,-1.553,-2.043,-1.11
"EWarren",1962,"EWarren-1962",90,-2.19405865192295,-1.66902190821046,-2.84451623967181,-2.18817670689521,-1.60606870154566,-2.77750986146085,-1.507,0.23,-1.503,-1.979,-1.077
"EWarren",1963,"EWarren-1963",90,-2.17379233336738,-1.64685437847713,-2.78925688315473,-2.18658491741346,-1.62465336150592,-2.80167001229749,-1.474,0.228,-1.469,-1.944,-1.046
"EWarren",1964,"EWarren-1964",90,-2.04258290241538,-1.43112257543131,-2.6802783398524,-2.04794626013146,-1.43100446467794,-2.69400991806465,-1.272,0.241,-1.268,-1.76,-0.814
"EWarren",1965,"EWarren-1965",90,-2.02982842551929,-1.45829884518973,-2.63978936626667,-2.0577133502813,-1.47218890451792,-2.69170469564655,-1.294,0.229,-1.288,-1.758,-0.866
"EWarren",1966,"EWarren-1966",90,-2.09471018935669,-1.50454337370702,-2.7314909107052,-2.13703730986144,-1.55074540725203,-2.79434195942624,-1.313,0.211,-1.31,-1.743,-0.923
"EWarren",1967,"EWarren-1967",90,-2.22666205103278,-1.59698529443869,-2.92848312982168,-2.2610737532669,-1.62326049614775,-2.9553939820784,-1.328,0.223,-1.322,-1.787,-0.919
"EWarren",1968,"EWarren-1968",90,-2.28819029899171,-1.58511010897194,-3.11491872913097,-2.33840580941793,-1.62237409907875,-3.17448033691021,-1.355,0.275,-1.342,-1.934,-0.85
"FFrankfurter",1938,"FFrankfurter-1938",80,-0.184332257967286,0.393843594971101,-0.704841942015477,-0.274527760242317,0.149272612640751,-0.707950184251461,-1.402,0.326,-1.394,-2.059,-0.79
"FFrankfurter",1939,"FFrankfurter-1939",80,-1.43827701947137,-0.660159177169431,-2.45244241848767,-0.837595599739759,-0.392773574221032,-1.3065731515452,-1.275,0.251,-1.268,-1.778,-0.802
"FFrankfurter",1940,"FFrankfurter-1940",80,-1.30966172067899,-0.521020131558943,-2.28870906138632,-0.614755732975193,-0.202305070282717,-1.05665971593778,-0.735,0.208,-0.733,-1.149,-0.33
"FFrankfurter",1941,"FFrankfurter-1941",80,0.523235116154591,1.07430106419695,-0.0524912585892477,0.12098713903283,0.560688986100445,-0.322343943725363,0.082,0.184,0.081,-0.277,0.448
"FFrankfurter",1942,"FFrankfurter-1942",80,0.650188467217235,1.10584294468289,0.185720782448307,0.450975938413779,0.893899297585192,0.0349583906873468,0.404,0.183,0.402,0.047,0.768
"FFrankfurter",1943,"FFrankfurter-1943",80,0.734070763858468,1.17183735799568,0.318996181636345,0.647155163190049,1.09925150276415,0.218469076721408,0.595,0.185,0.592,0.248,0.968
"FFrankfurter",1944,"FFrankfurter-1944",80,0.694514904262535,1.13040542171619,0.262308921740766,0.61513762289909,1.05150628947148,0.196569075035096,0.501,0.175,0.498,0.17,0.858
"FFrankfurter",1945,"FFrankfurter-1945",80,0.822536482652127,1.31598862661541,0.31924914470586,0.80931137991529,1.32167586147926,0.290341230192618,0.648,0.213,0.644,0.245,1.086
"FFrankfurter",1946,"FFrankfurter-1946",80,1.17645908036546,1.75614612355107,0.716262770673681,1.17995312881973,1.67899809707503,0.703111641932145,1.038,0.204,1.033,0.65,1.451
"FFrankfurter",1947,"FFrankfurter-1947",80,1.13431420983868,1.70925414504101,0.653791530307833,1.14526091720639,1.64216512651286,0.661163388303235,0.947,0.199,0.942,0.572,1.357
"FFrankfurter",1948,"FFrankfurter-1948",80,0.886422926626046,1.38236433103168,0.431367205304747,0.871407182049096,1.3322323540162,0.430110490321448,0.631,0.181,0.627,0.29,0.998
"FFrankfurter",1949,"FFrankfurter-1949",80,0.637957757433109,1.14143848105968,0.126360677675858,0.6146415038156,1.12379144400272,0.141909979114602,0.342,0.216,0.34,-0.072,0.778
"FFrankfurter",1950,"FFrankfurter-1950",80,0.519588475381153,1.00841925751098,0.0490048188830332,0.492052182955249,0.991485198351456,0.0067259183998572,0.231,0.202,0.229,-0.165,0.637
"FFrankfurter",1951,"FFrankfurter-1951",80,0.413994361163407,0.866521787358462,-0.0380169346638558,0.362863642087513,0.8351690145903,-0.127750509165329,0.113,0.195,0.11,-0.263,0.494
"FFrankfurter",1952,"FFrankfurter-1952",80,0.382282538559598,0.789907018513564,-0.0326096094835865,0.320317927534955,0.780170638916791,-0.106527261442249,0.072,0.17,0.072,-0.262,0.405
"FFrankfurter",1953,"FFrankfurter-1953",80,0.563984132163202,1.04128184314558,0.118213085046247,0.567122304059816,1.04134259928566,0.092767326102281,0.373,0.193,0.37,0.004,0.763
"FFrankfurter",1954,"FFrankfurter-1954",80,0.586114181302347,1.05973254413289,0.0864666456578265,0.562907667608495,1.07696065095965,0.0638812610151841,0.326,0.202,0.324,-0.064,0.729
"FFrankfurter",1955,"FFrankfurter-1955",80,0.820614723276782,1.35101584482695,0.32464888433368,0.823400890543588,1.36591400481051,0.347065623932233,0.633,0.202,0.631,0.251,1.036
"FFrankfurter",1956,"FFrankfurter-1956",80,1.05008424836974,1.59748819540529,0.520025428703257,1.0812097777576,1.59805137591544,0.603752796740573,0.798,0.197,0.793,0.42,1.191
"FFrankfurter",1957,"FFrankfurter-1957",80,1.43792431043819,2.07219228429333,0.858861319883477,1.47101372882211,1.98066979997878,1.00236125559076,1.058,0.196,1.051,0.685,1.455
"FFrankfurter",1958,"FFrankfurter-1958",80,1.92382151635637,2.71391679017281,1.26959234403189,1.878580650856,2.44174864961097,1.31079189224843,1.391,0.23,1.385,0.961,1.85
"FFrankfurter",1959,"FFrankfurter-1959",80,2.24481924084755,3.04726232797758,1.62742016904918,2.21330236746135,2.85903144982104,1.65986642725697,1.687,0.244,1.682,1.222,2.184
"FFrankfurter",1960,"FFrankfurter-1960",80,2.35138458085298,3.28638819929114,1.65032183845646,2.34527862069828,3.10494015652752,1.67376784627765,1.763,0.286,1.755,1.23,2.349
"FFrankfurter",1961,"FFrankfurter-1961",80,2.3539750529691,3.37599434229968,1.52324290149652,2.35248704733306,3.29091402480039,1.52139973238315,1.768,0.367,1.759,1.097,2.519
"FMurphy",1939,"FMurphy-1939",82,-2.11680611589237,-1.3301845509182,-2.90946884460716,-2.04558658204838,-1.25849497447131,-2.86913457646998,-1.617,0.351,-1.606,-2.333,-0.971
"FMurphy",1940,"FMurphy-1940",82,-2.16358412567278,-1.50569351207614,-2.89535108036664,-2.08683748289859,-1.39033356298628,-2.81151583044927,-1.569,0.29,-1.561,-2.167,-1.025
"FMurphy",1941,"FMurphy-1941",82,-2.14650641287762,-1.51702643114175,-2.82070247926704,-2.12506988034274,-1.50821849413009,-2.78873935161401,-1.512,0.263,-1.507,-2.053,-1.022
"FMurphy",1942,"FMurphy-1942",82,-2.25540729883802,-1.64953665365763,-2.92883440047406,-2.26577043363993,-1.6529515959496,-2.92157161955359,-1.639,0.261,-1.628,-2.168,-1.147
"FMurphy",1943,"FMurphy-1943",82,-2.33449757337269,-1.72056400231617,-3.02487350396468,-2.38991954089416,-1.77332730659986,-3.04127962083171,-1.708,0.253,-1.698,-2.217,-1.233
"FMurphy",1944,"FMurphy-1944",82,-2.24162918566899,-1.62643977814832,-2.91784627414871,-2.29712198332725,-1.6889183196823,-2.98948152059565,-1.43,0.245,-1.427,-1.932,-0.968
"FMurphy",1945,"FMurphy-1945",82,-2.26327600666702,-1.56714219375229,-3.00542299749449,-2.31029699738195,-1.65982395410608,-2.99148361774685,-1.401,0.27,-1.39,-1.961,-0.904
"FMurphy",1946,"FMurphy-1946",82,-2.50211665461278,-1.89030288023911,-3.21277201554465,-2.55908793287016,-1.93012885484237,-3.24617951203387,-1.781,0.256,-1.77,-2.303,-1.306
"FMurphy",1947,"FMurphy-1947",82,-2.44127466685846,-1.79127109461981,-3.19190742440217,-2.47473308785402,-1.77447727608396,-3.22972581359534,-1.695,0.267,-1.684,-2.251,-1.201
"FMurphy",1948,"FMurphy-1948",82,-2.33025000755957,-1.52580654307415,-3.17974933317178,-2.34468038780712,-1.59562864865911,-3.20144221253165,-1.522,0.298,-1.514,-2.145,-0.966
"FMVinson",1946,"FMVinson-1946",87,0.618434152213611,1.14211833439737,0.0804324731401446,0.578291665813366,1.11444004855273,0.0696223565173258,0.412,0.19,0.409,0.052,0.794
"FMVinson",1947,"FMVinson-1947",87,0.79167581438191,1.3346817614921,0.289370128874201,0.799583688383013,1.30030842285733,0.320391216365729,0.54,0.183,0.535,0.199,0.911
"FMVinson",1948,"FMVinson-1948",87,1.26313065146996,1.9884677145847,0.681801181537672,1.2224417002817,1.73727037042752,0.739954424292121,0.889,0.2,0.882,0.511,1.294
"FMVinson",1949,"FMVinson-1949",87,1.71503342997066,2.55471066623069,1.04487976107861,1.60449050115912,2.23897633558499,1.02288191910154,1.154,0.247,1.149,0.688,1.658
"FMVinson",1950,"FMVinson-1950",87,1.89389635229412,2.66394330037303,1.23613727678243,1.82421367291877,2.50439436890523,1.19868355664008,1.302,0.264,1.292,0.815,1.844
"FMVinson",1951,"FMVinson-1951",87,2.1220876839436,2.96466553894273,1.4585672351267,2.0604654180951,2.81986964895174,1.40103431305922,1.546,0.273,1.539,1.047,2.115
"FMVinson",1952,"FMVinson-1952",87,2.13435962156642,3.0124322287557,1.41597994417546,2.06552116584416,2.92544058375058,1.32797343237566,1.482,0.323,1.464,0.908,2.164
"GSutherland",1937,"GSutherland-1937",71,1.51094459891099,2.77622253630066,0.422760418702748,1.52033680367838,2.79782433832012,0.406896729747916,1.574,0.547,1.541,0.606,2.76
"HABlackmun",1969,"HABlackmun-1969",100,2.17415342795589,3.04390525552637,1.22264200139755,2.1907760002148,3.03322071781948,1.36914093098842,1.636,0.399,1.627,0.878,2.434
"HABlackmun",1970,"HABlackmun-1970",100,2.37444014656813,3.13397718627063,1.77254987311621,2.40331650919506,3.07149792241963,1.795012234206,1.767,0.294,1.756,1.218,2.368
"HABlackmun",1971,"HABlackmun-1971",100,2.32405126508971,3.00237340901612,1.78924839814816,2.33029148500925,2.92050212618932,1.78507217969364,1.713,0.239,1.707,1.269,2.205
"HABlackmun",1972,"HABlackmun-1972",100,2.1660250564999,2.75950988101742,1.65943475102081,2.12170952404135,2.63864886359092,1.61032235851609,1.488,0.212,1.481,1.088,1.926
"HABlackmun",1973,"HABlackmun-1973",100,2.01163520388359,2.65084137932872,1.49058412137798,1.91149483633053,2.42343584021408,1.45781413934064,1.346,0.201,1.342,0.968,1.752
"HABlackmun",1974,"HABlackmun-1974",100,1.65812993914774,2.23334583775437,1.11913167549738,1.56830526655409,2.06173142798605,1.10423508541533,1.055,0.204,1.054,0.667,1.461
"HABlackmun",1975,"HABlackmun-1975",100,1.32975411607687,1.87463294159993,0.83177051601404,1.27331106164144,1.73045817294164,0.826917505213692,0.841,0.174,0.838,0.515,1.196
"HABlackmun",1976,"HABlackmun-1976",100,1.0206045715159,1.57147348635746,0.539146892904415,0.962833024152246,1.39617761924235,0.548633656574199,0.621,0.163,0.617,0.306,0.947
"HABlackmun",1977,"HABlackmun-1977",100,0.530373362443146,1.04257407440212,0.0673768692908766,0.541335478630907,0.995267940979155,0.120783166412664,0.285,0.172,0.283,-0.047,0.62
"HABlackmun",1978,"HABlackmun-1978",100,0.312348747211514,0.723167427131999,-0.0883745956092663,0.29643298581488,0.693045160278679,-0.0889650997416442,0.138,0.155,0.136,-0.158,0.445
"HABlackmun",1979,"HABlackmun-1979",100,0.081140246115105,0.477797135533809,-0.280216384906721,0.067405736515409,0.445026312520721,-0.298883909703946,-0.018,0.151,-0.018,-0.317,0.279
"HABlackmun",1980,"HABlackmun-1980",100,-0.0445758216810125,0.32453945291593,-0.42056456834731,-0.0583435832527133,0.322211241685603,-0.464634884082028,-0.096,0.162,-0.096,-0.413,0.217
"HABlackmun",1981,"HABlackmun-1981",100,-0.247250432886978,0.124490464115705,-0.621413734012431,-0.281063247151476,0.095303456339189,-0.652483542231563,-0.277,0.157,-0.275,-0.596,0.026
"HABlackmun",1982,"HABlackmun-1982",100,-0.331281847309223,0.0272974831154639,-0.71710604410615,-0.396018425909702,-0.0064478670534831,-0.783635314727688,-0.395,0.162,-0.392,-0.714,-0.083
"HABlackmun",1983,"HABlackmun-1983",100,-0.0501069563330478,0.342828398331788,-0.442222377359602,-0.0623414714145983,0.31718562603276,-0.440482908490663,-0.009,0.155,-0.01,-0.309,0.298
"HABlackmun",1984,"HABlackmun-1984",100,-0.141414438803261,0.317158080829626,-0.633075014932831,-0.249167525872658,0.144362153047357,-0.644282775057837,-0.143,0.166,-0.143,-0.471,0.186
"HABlackmun",1985,"HABlackmun-1985",100,-1.00105650475989,-0.483086409190075,-1.54685856222207,-0.858758121114969,-0.429322397228609,-1.26767657995557,-0.721,0.173,-0.719,-1.067,-0.389
"HABlackmun",1986,"HABlackmun-1986",100,-1.14788296304883,-0.74301115969637,-1.5991766343549,-1.11924209379121,-0.705500722134895,-1.56228008664602,-0.909,0.176,-0.907,-1.268,-0.576
"HABlackmun",1987,"HABlackmun-1987",100,-1.20368415057433,-0.782295021130216,-1.63932355858501,-1.20210288454324,-0.747881046304787,-1.68587217224604,-0.947,0.201,-0.945,-1.353,-0.571
"HABlackmun",1988,"HABlackmun-1988",100,-1.22740296012017,-0.812099343371161,-1.66078317577085,-1.24674151990019,-0.789629657088594,-1.71351853107955,-0.955,0.189,-0.952,-1.333,-0.598
"HABlackmun",1989,"HABlackmun-1989",100,-1.23357410347949,-0.783375921994021,-1.70122209579685,-1.25017575887072,-0.812084607301365,-1.71062082515406,-0.908,0.193,-0.902,-1.299,-0.538
"HABlackmun",1990,"HABlackmun-1990",100,-1.59523424562821,-1.05904225064527,-2.2757019546018,-1.56859517257479,-1.03521348487534,-2.08691205744073,-1.215,0.225,-1.208,-1.678,-0.796
"HABlackmun",1991,"HABlackmun-1991",100,-1.87332642358768,-1.26471475811761,-2.63437392739506,-1.81964619758012,-1.24553339752796,-2.42033821552646,-1.45,0.261,-1.44,-1.986,-0.953
"HABlackmun",1992,"HABlackmun-1992",100,-2.05555061360028,-1.37236523433571,-2.9307032736088,-2.01238953281307,-1.38799480453807,-2.71424198129844,-1.663,0.294,-1.653,-2.278,-1.112
"HABlackmun",1993,"HABlackmun-1993",100,-2.29862658518947,-1.49413735821448,-3.47294350970409,-2.23573138635011,-1.49481187936982,-3.02386458343649,-1.943,0.353,-1.936,-2.671,-1.282
"HFStone",1937,"HFStone-1937",74,-1.08882934566112,-0.49557979854286,-1.73446694736318,-0.963840060120621,-0.380181942729422,-1.5707076542112,-0.774,0.259,-0.766,-1.293,-0.282
"HFStone",1938,"HFStone-1938",74,-1.05961320741408,-0.520172101383703,-1.66123703165776,-0.883243242246359,-0.410215980926239,-1.40863096610829,-0.707,0.214,-0.703,-1.137,-0.299
"HFStone",1939,"HFStone-1939",74,-1.00645403977968,-0.469562317121628,-1.60753479645907,-0.731795010939329,-0.261788173741856,-1.21899430906076,-0.624,0.201,-0.621,-1.024,-0.244
"HFStone",1940,"HFStone-1940",74,-0.667961216973667,0.087848582371907,-1.38402281565928,-0.26330527671188,0.179823070316526,-0.721910463760331,-0.216,0.191,-0.215,-0.592,0.161
